flight_id,date,origin,destination,airline,dep_time,arr_time,duration_hrs,price_usd,flight_code,day_of_week,month,date_dt
1537,2025-05-04,MIA,LHR,KLM,06:15,17:15,11.9,588,KL572,Sunday,5,2025-05-04
2011,2025-05-05,MIA,LHR,American,19:30,03:30,8.2,570,AM384,Monday,5,2025-05-05
2492,2025-05-06,MIA,LHR,Delta,16:30,02:30,10.9,587,DE108,Tuesday,5,2025-05-06
2962,2025-05-07,MIA,LHR,Qantas,19:30,06:30,11.1,553,QA803,Wednesday,5,2025-05-07
3435,2025-05-08,MIA,LHR,Qantas,18:00,03:00,9.1,648,QA258,Thursday,5,2025-05-08
3923,2025-05-09,MIA,LHR,ANA,06:15,16:15,10.0,622,AN309,Friday,5,2025-05-09
4396,2025-05-10,MIA,LHR,LATAM,10:30,18:30,8.5,631,LA770,Saturday,5,2025-05-10
4869,2025-05-11,MIA,LHR,Delta,05:00,12:00,7.7,532,DE149,Sunday,5,2025-05-11
5346,2025-05-12,MIA,LHR,LATAM,22:45,09:45,11.4,463,LA816,Monday,5,2025-05-12
5818,2025-05-13,MIA,LHR,Air Canada,22:30,06:30,8.6,486,AI355,Tuesday,5,2025-05-13
6284,2025-05-14,MIA,LHR,United,13:45,21:45,8.8,528,UN202,Wednesday,5,2025-05-14
6754,2025-05-15,MIA,LHR,Korean Air,07:15,14:15,7.3,665,KO350,Thursday,5,2025-05-15
7237,2025-05-16,MIA,LHR,Delta,08:15,18:15,10.6,560,DE664,Friday,5,2025-05-16
7707,2025-05-17,MIA,LHR,United,07:00,17:00,10.3,612,UN906,Saturday,5,2025-05-17
8186,2025-05-18,MIA,LHR,Japan Airlines,08:15,17:15,9.8,714,JA929,Sunday,5,2025-05-18
8660,2025-05-19,MIA,LHR,American,11:15,20:15,9.3,619,AM828,Monday,5,2025-05-19
9139,2025-05-20,MIA,LHR,Lufthansa,18:45,05:45,11.6,630,LU434,Tuesday,5,2025-05-20
9606,2025-05-21,MIA,LHR,Qantas,07:30,14:30,7.3,570,QA475,Wednesday,5,2025-05-21
10087,2025-05-22,MIA,LHR,American,22:30,09:30,11.2,527,AM619,Thursday,5,2025-05-22
10554,2025-05-23,MIA,LHR,American,10:30,17:30,7.6,542,AM443,Friday,5,2025-05-23
11021,2025-05-24,MIA,LHR,American,22:00,09:00,11.3,670,AM899,Saturday,5,2025-05-24
11504,2025-05-25,MIA,LHR,United,21:00,07:00,10.5,554,UN995,Sunday,5,2025-05-25
11995,2025-05-26,MIA,LHR,Air France,20:30,05:30,9.5,525,AI639,Monday,5,2025-05-26
12473,2025-05-27,MIA,LHR,United,11:15,21:15,10.0,565,UN344,Tuesday,5,2025-05-27
12951,2025-05-28,MIA,LHR,United,19:00,03:00,8.4,572,UN297,Wednesday,5,2025-05-28
13437,2025-05-29,MIA,LHR,Korean Air,19:00,05:00,10.1,615,KO261,Thursday,5,2025-05-29
13912,2025-05-30,MIA,LHR,Japan Airlines,13:15,21:15,8.0,563,JA661,Friday,5,2025-05-30
14387,2025-05-31,MIA,LHR,Delta,22:30,07:30,9.9,607,DE822,Saturday,5,2025-05-31
14868,2025-06-01,MIA,LHR,American,07:45,15:45,8.3,850,AM901,Sunday,6,2025-06-01
15342,2025-06-02,MIA,LHR,KLM,12:45,22:45,10.1,618,KL730,Monday,6,2025-06-02
15819,2025-06-03,MIA,LHR,Air Canada,21:00,04:00,7.6,615,AI902,Tuesday,6,2025-06-03
16292,2025-06-04,MIA,LHR,Air France,18:45,02:45,8.8,627,AI968,Wednesday,6,2025-06-04
16757,2025-06-05,MIA,LHR,Singapore Airlines,05:30,15:30,10.9,693,SI852,Thursday,6,2025-06-05
17241,2025-06-06,MIA,LHR,Air France,22:30,09:30,11.0,611,AI526,Friday,6,2025-06-06
17716,2025-06-07,MIA,LHR,Qantas,21:30,07:30,10.2,600,QA381,Saturday,6,2025-06-07
18191,2025-06-08,MIA,LHR,ANA,20:15,03:15,7.4,868,AN117,Sunday,6,2025-06-08
18672,2025-06-09,MIA,LHR,Singapore Airlines,10:00,18:00,8.7,627,SI365,Monday,6,2025-06-09
19144,2025-06-10,MIA,LHR,LATAM,07:15,18:15,11.0,592,LA213,Tuesday,6,2025-06-10
19623,2025-06-11,MIA,LHR,KLM,07:00,16:00,9.9,667,KL223,Wednesday,6,2025-06-11
20100,2025-06-12,MIA,LHR,Singapore Airlines,07:45,15:45,8.7,684,SI467,Thursday,6,2025-06-12
20577,2025-06-13,MIA,LHR,Qantas,14:30,23:30,9.4,703,QA322,Friday,6,2025-06-13
21045,2025-06-14,MIA,LHR,Korean Air,11:30,22:30,11.0,736,KO482,Saturday,6,2025-06-14
21510,2025-06-15,MIA,LHR,United,21:00,07:00,10.3,619,UN479,Sunday,6,2025-06-15
21984,2025-06-16,MIA,LHR,KLM,19:00,06:00,11.0,681,KL551,Monday,6,2025-06-16
22457,2025-06-17,MIA,LHR,Japan Airlines,16:45,02:45,10.2,719,JA990,Tuesday,6,2025-06-17
22943,2025-06-18,MIA,LHR,Korean Air,14:15,01:15,11.2,672,KO172,Wednesday,6,2025-06-18
23427,2025-06-19,MIA,LHR,Qantas,12:30,23:30,11.6,620,QA972,Thursday,6,2025-06-19
23899,2025-06-20,MIA,LHR,Delta,07:30,14:30,7.1,578,DE254,Friday,6,2025-06-20
24395,2025-06-21,MIA,LHR,United,12:15,23:15,11.7,797,UN149,Saturday,6,2025-06-21
24880,2025-06-22,MIA,LHR,ANA,08:45,19:45,11.6,758,AN600,Sunday,6,2025-06-22
25353,2025-06-23,MIA,LHR,Delta,16:15,23:15,7.1,633,DE419,Monday,6,2025-06-23
25814,2025-06-24,MIA,LHR,Air France,19:45,02:45,7.8,607,AI108,Tuesday,6,2025-06-24
26296,2025-06-25,MIA,LHR,Japan Airlines,09:00,18:00,9.0,678,JA224,Wednesday,6,2025-06-25
26770,2025-06-26,MIA,LHR,Air Canada,06:00,16:00,10.1,545,AI954,Thursday,6,2025-06-26
27235,2025-06-27,MIA,LHR,United,17:30,04:30,11.6,724,UN577,Friday,6,2025-06-27
27697,2025-06-28,MIA,LHR,Air Canada,13:30,22:30,9.5,810,AI283,Saturday,6,2025-06-28
28167,2025-06-29,MIA,LHR,Singapore Airlines,11:15,19:15,8.5,838,SI387,Sunday,6,2025-06-29
28636,2025-06-30,MIA,LHR,Japan Airlines,11:15,19:15,8.9,690,JA733,Monday,6,2025-06-30
29113,2025-07-01,MIA,LHR,Lufthansa,19:00,04:00,9.4,631,LU290,Tuesday,7,2025-07-01
134,2025-05-01,MIA,CDG,Qantas,16:15,00:15,8.6,612,QA170,Thursday,5,2025-05-01
595,2025-05-02,MIA,CDG,LATAM,06:45,13:45,7.8,438,LA439,Friday,5,2025-05-02
1071,2025-05-03,MIA,CDG,United,15:00,02:00,11.5,616,UN790,Saturday,5,2025-05-03
1538,2025-05-04,MIA,CDG,American,09:30,20:30,11.7,618,AM154,Sunday,5,2025-05-04
2012,2025-05-05,MIA,CDG,Qantas,06:45,14:45,8.6,595,QA932,Monday,5,2025-05-05
2493,2025-05-06,MIA,CDG,Qantas,09:45,19:45,10.5,621,QA253,Tuesday,5,2025-05-06
2963,2025-05-07,MIA,CDG,LATAM,10:15,21:15,11.3,509,LA211,Wednesday,5,2025-05-07
3436,2025-05-08,MIA,CDG,ANA,07:15,14:15,7.0,630,AN597,Thursday,5,2025-05-08
3924,2025-05-09,MIA,CDG,ANA,08:45,18:45,10.1,650,AN647,Friday,5,2025-05-09
4397,2025-05-10,MIA,CDG,Qantas,13:45,20:45,7.2,656,QA732,Saturday,5,2025-05-10
4870,2025-05-11,MIA,CDG,ANA,22:30,08:30,10.1,564,AN333,Sunday,5,2025-05-11
5347,2025-05-12,MIA,CDG,Qantas,22:45,05:45,7.2,558,QA840,Monday,5,2025-05-12
5820,2025-05-13,MIA,CDG,Delta,09:30,20:30,11.8,602,DE446,Tuesday,5,2025-05-13
6285,2025-05-14,MIA,CDG,United,10:15,17:15,7.6,475,UN200,Wednesday,5,2025-05-14
6756,2025-05-15,MIA,CDG,Lufthansa,20:00,06:00,10.0,494,LU447,Thursday,5,2025-05-15
7238,2025-05-16,MIA,CDG,ANA,07:15,16:15,9.7,613,AN793,Friday,5,2025-05-16
7708,2025-05-17,MIA,CDG,Korean Air,08:30,18:30,10.9,676,KO716,Saturday,5,2025-05-17
8187,2025-05-18,MIA,CDG,Singapore Airlines,07:45,17:45,10.1,726,SI689,Sunday,5,2025-05-18
8661,2025-05-19,MIA,CDG,Qantas,17:30,02:30,9.5,509,QA907,Monday,5,2025-05-19
9140,2025-05-20,MIA,CDG,ANA,05:30,13:30,8.5,573,AN693,Tuesday,5,2025-05-20
9607,2025-05-21,MIA,CDG,Lufthansa,18:00,04:00,10.5,603,LU763,Wednesday,5,2025-05-21
10088,2025-05-22,MIA,CDG,ANA,16:30,00:30,8.2,617,AN547,Thursday,5,2025-05-22
10555,2025-05-23,MIA,CDG,Lufthansa,11:00,19:00,8.0,529,LU360,Friday,5,2025-05-23
11023,2025-05-24,MIA,CDG,LATAM,14:30,23:30,9.8,592,LA595,Saturday,5,2025-05-24
11505,2025-05-25,MIA,CDG,American,14:30,23:30,9.0,635,AM425,Sunday,5,2025-05-25
11997,2025-05-26,MIA,CDG,Air Canada,09:45,16:45,7.4,572,AI224,Monday,5,2025-05-26
12474,2025-05-27,MIA,CDG,Singapore Airlines,15:45,23:45,8.0,552,SI434,Tuesday,5,2025-05-27
12953,2025-05-28,MIA,CDG,ANA,10:45,17:45,7.8,608,AN994,Wednesday,5,2025-05-28
13439,2025-05-29,MIA,CDG,ANA,14:30,22:30,8.3,617,AN907,Thursday,5,2025-05-29
13913,2025-05-30,MIA,CDG,Air France,11:00,22:00,11.5,497,AI998,Friday,5,2025-05-30
14388,2025-05-31,MIA,CDG,LATAM,19:00,06:00,11.3,641,LA329,Saturday,5,2025-05-31
14869,2025-06-01,MIA,CDG,Delta,13:15,22:15,9.0,714,DE886,Sunday,6,2025-06-01
15343,2025-06-02,MIA,CDG,ANA,06:45,16:45,10.4,658,AN381,Monday,6,2025-06-02
15820,2025-06-03,MIA,CDG,KLM,10:15,20:15,10.3,632,KL579,Tuesday,6,2025-06-03
16293,2025-06-04,MIA,CDG,ANA,20:30,06:30,10.8,747,AN172,Wednesday,6,2025-06-04
16758,2025-06-05,MIA,CDG,LATAM,07:15,15:15,8.7,687,LA216,Thursday,6,2025-06-05
17243,2025-06-06,MIA,CDG,United,14:15,22:15,8.4,660,UN774,Friday,6,2025-06-06
17717,2025-06-07,MIA,CDG,American,11:30,19:30,8.0,693,AM499,Saturday,6,2025-06-07
18192,2025-06-08,MIA,CDG,Air Canada,10:00,18:00,8.2,714,AI711,Sunday,6,2025-06-08
18673,2025-06-09,MIA,CDG,Japan Airlines,15:45,01:45,10.4,649,JA341,Monday,6,2025-06-09
19145,2025-06-10,MIA,CDG,Lufthansa,15:45,23:45,8.0,652,LU942,Tuesday,6,2025-06-10
19624,2025-06-11,MIA,CDG,KLM,18:30,04:30,10.6,611,KL303,Wednesday,6,2025-06-11
20101,2025-06-12,MIA,CDG,Japan Airlines,18:00,04:00,10.7,661,JA794,Thursday,6,2025-06-12
20578,2025-06-13,MIA,CDG,American,11:15,22:15,11.6,566,AM925,Friday,6,2025-06-13
21047,2025-06-14,MIA,CDG,Qantas,09:15,19:15,10.3,771,QA165,Saturday,6,2025-06-14
21511,2025-06-15,MIA,CDG,Korean Air,14:00,22:00,8.2,779,KO246,Sunday,6,2025-06-15
21985,2025-06-16,MIA,CDG,LATAM,18:45,04:45,10.0,582,LA775,Monday,6,2025-06-16
22458,2025-06-17,MIA,CDG,United,11:45,19:45,8.1,680,UN198,Tuesday,6,2025-06-17
22945,2025-06-18,MIA,CDG,United,11:00,18:00,7.9,614,UN288,Wednesday,6,2025-06-18
23428,2025-06-19,MIA,CDG,ANA,13:45,20:45,7.7,584,AN173,Thursday,6,2025-06-19
23901,2025-06-20,MIA,CDG,Air Canada,14:30,01:30,11.3,620,AI471,Friday,6,2025-06-20
24396,2025-06-21,MIA,CDG,Air France,12:45,22:45,10.2,718,AI220,Saturday,6,2025-06-21
24881,2025-06-22,MIA,CDG,Air Canada,09:00,17:00,8.6,713,AI615,Sunday,6,2025-06-22
25354,2025-06-23,MIA,CDG,Delta,19:30,05:30,10.5,651,DE258,Monday,6,2025-06-23
25815,2025-06-24,MIA,CDG,Japan Airlines,09:15,21:15,12.0,699,JA508,Tuesday,6,2025-06-24
26297,2025-06-25,MIA,CDG,LATAM,06:30,14:30,8.3,693,LA778,Wednesday,6,2025-06-25
26771,2025-06-26,MIA,CDG,KLM,08:00,15:00,7.7,568,KL315,Thursday,6,2025-06-26
27236,2025-06-27,MIA,CDG,Air Canada,18:30,03:30,9.0,605,AI452,Friday,6,2025-06-27
27698,2025-06-28,MIA,CDG,Japan Airlines,07:30,17:30,10.4,828,JA324,Saturday,6,2025-06-28
28168,2025-06-29,MIA,CDG,Qantas,10:15,18:15,8.5,730,QA639,Sunday,6,2025-06-29
28637,2025-06-30,MIA,CDG,Japan Airlines,19:45,04:45,9.0,749,JA779,Monday,6,2025-06-30
29114,2025-07-01,MIA,CDG,Singapore Airlines,18:00,02:00,8.4,740,SI614,Tuesday,7,2025-07-01
135,2025-05-01,MIA,FRA,Lufthansa,06:00,17:00,11.0,497,LU304,Thursday,5,2025-05-01
596,2025-05-02,MIA,FRA,United,18:00,05:00,11.1,550,UN200,Friday,5,2025-05-02
1073,2025-05-03,MIA,FRA,Korean Air,13:15,20:15,7.7,648,KO369,Saturday,5,2025-05-03
1539,2025-05-04,MIA,FRA,United,18:30,01:30,7.4,577,UN396,Sunday,5,2025-05-04
2013,2025-05-05,MIA,FRA,Air Canada,05:15,14:15,9.1,533,AI439,Monday,5,2025-05-05
2494,2025-05-06,MIA,FRA,Air France,14:15,22:15,8.4,557,AI598,Tuesday,5,2025-05-06
2964,2025-05-07,MIA,FRA,Korean Air,11:30,20:30,9.2,587,KO412,Wednesday,5,2025-05-07
3438,2025-05-08,MIA,FRA,American,06:30,14:30,8.3,491,AM328,Thursday,5,2025-05-08
3926,2025-05-09,MIA,FRA,American,20:15,04:15,8.1,552,AM176,Friday,5,2025-05-09
4398,2025-05-10,MIA,FRA,United,19:30,03:30,8.6,661,UN954,Saturday,5,2025-05-10
4871,2025-05-11,MIA,FRA,Qantas,22:15,08:15,10.6,668,QA825,Sunday,5,2025-05-11
5348,2025-05-12,MIA,FRA,Lufthansa,18:45,04:45,10.0,542,LU291,Monday,5,2025-05-12
5821,2025-05-13,MIA,FRA,Qantas,10:45,17:45,7.1,587,QA814,Tuesday,5,2025-05-13
6287,2025-05-14,MIA,FRA,United,12:15,19:15,7.5,551,UN889,Wednesday,5,2025-05-14
6757,2025-05-15,MIA,FRA,ANA,19:00,04:00,9.3,577,AN604,Thursday,5,2025-05-15
7239,2025-05-16,MIA,FRA,KLM,05:45,14:45,9.8,480,KL130,Friday,5,2025-05-16
7710,2025-05-17,MIA,FRA,Air Canada,22:45,05:45,7.5,581,AI832,Saturday,5,2025-05-17
8189,2025-05-18,MIA,FRA,Lufthansa,11:00,22:00,11.3,602,LU883,Sunday,5,2025-05-18
8662,2025-05-19,MIA,FRA,LATAM,18:30,03:30,9.5,495,LA166,Monday,5,2025-05-19
9141,2025-05-20,MIA,FRA,KLM,22:45,09:45,11.8,537,KL553,Tuesday,5,2025-05-20
9608,2025-05-21,MIA,FRA,Qantas,13:45,00:45,11.6,576,QA770,Wednesday,5,2025-05-21
10090,2025-05-22,MIA,FRA,Japan Airlines,06:45,15:45,9.6,531,JA599,Thursday,5,2025-05-22
10556,2025-05-23,MIA,FRA,American,19:45,04:45,9.1,530,AM291,Friday,5,2025-05-23
11024,2025-05-24,MIA,FRA,KLM,05:15,13:15,8.0,607,KL218,Saturday,5,2025-05-24
11506,2025-05-25,MIA,FRA,American,12:45,20:45,8.0,645,AM430,Sunday,5,2025-05-25
11998,2025-05-26,MIA,FRA,American,13:15,00:15,11.7,543,AM363,Monday,5,2025-05-26
12475,2025-05-27,MIA,FRA,United,06:45,14:45,8.7,486,UN457,Tuesday,5,2025-05-27
12954,2025-05-28,MIA,FRA,Japan Airlines,18:00,02:00,8.8,624,JA783,Wednesday,5,2025-05-28
13440,2025-05-29,MIA,FRA,Korean Air,14:30,21:30,7.1,594,KO463,Thursday,5,2025-05-29
13914,2025-05-30,MIA,FRA,Korean Air,12:30,23:30,11.6,544,KO765,Friday,5,2025-05-30
14390,2025-05-31,MIA,FRA,LATAM,16:30,00:30,8.2,585,LA760,Saturday,5,2025-05-31
14871,2025-06-01,MIA,FRA,ANA,07:30,15:30,8.3,717,AN961,Sunday,6,2025-06-01
15344,2025-06-02,MIA,FRA,Lufthansa,13:15,22:15,9.2,620,LU404,Monday,6,2025-06-02
15821,2025-06-03,MIA,FRA,Japan Airlines,18:15,02:15,8.9,687,JA643,Tuesday,6,2025-06-03
16294,2025-06-04,MIA,FRA,KLM,07:15,18:15,11.2,692,KL458,Wednesday,6,2025-06-04
16759,2025-06-05,MIA,FRA,American,19:15,02:15,7.8,675,AM338,Thursday,6,2025-06-05
17244,2025-06-06,MIA,FRA,Qantas,17:45,02:45,9.6,633,QA358,Friday,6,2025-06-06
17718,2025-06-07,MIA,FRA,Air Canada,19:00,05:00,10.9,677,AI837,Saturday,6,2025-06-07
18193,2025-06-08,MIA,FRA,Air France,08:45,15:45,7.5,720,AI305,Sunday,6,2025-06-08
18674,2025-06-09,MIA,FRA,Lufthansa,13:15,23:15,10.9,640,LU712,Monday,6,2025-06-09
19146,2025-06-10,MIA,FRA,Qantas,07:30,15:30,8.2,688,QA394,Tuesday,6,2025-06-10
19625,2025-06-11,MIA,FRA,Air Canada,07:00,18:00,11.1,615,AI210,Wednesday,6,2025-06-11
20102,2025-06-12,MIA,FRA,Air France,22:00,05:00,7.4,669,AI846,Thursday,6,2025-06-12
20579,2025-06-13,MIA,FRA,American,05:15,12:15,7.1,642,AM807,Friday,6,2025-06-13
21049,2025-06-14,MIA,FRA,Lufthansa,10:00,21:00,11.5,658,LU256,Saturday,6,2025-06-14
21512,2025-06-15,MIA,FRA,United,14:15,23:15,9.6,702,UN435,Sunday,6,2025-06-15
21987,2025-06-16,MIA,FRA,American,05:00,14:00,9.8,559,AM406,Monday,6,2025-06-16
22460,2025-06-17,MIA,FRA,Air Canada,20:00,05:00,9.0,718,AI973,Tuesday,6,2025-06-17
22946,2025-06-18,MIA,FRA,Japan Airlines,08:15,19:15,11.2,654,JA860,Wednesday,6,2025-06-18
23429,2025-06-19,MIA,FRA,Japan Airlines,05:00,14:00,9.4,638,JA405,Thursday,6,2025-06-19
23902,2025-06-20,MIA,FRA,United,19:15,06:15,11.8,546,UN103,Friday,6,2025-06-20
24397,2025-06-21,MIA,FRA,Air France,20:00,04:00,8.5,718,AI972,Saturday,6,2025-06-21
24883,2025-06-22,MIA,FRA,Japan Airlines,20:00,03:00,7.7,741,JA575,Sunday,6,2025-06-22
25355,2025-06-23,MIA,FRA,Air Canada,05:00,14:00,9.5,603,AI590,Monday,6,2025-06-23
25816,2025-06-24,MIA,FRA,Qantas,07:15,15:15,8.6,769,QA418,Tuesday,6,2025-06-24
26298,2025-06-25,MIA,FRA,ANA,17:30,03:30,10.8,759,AN648,Wednesday,6,2025-06-25
26772,2025-06-26,MIA,FRA,United,11:45,21:45,10.2,599,UN303,Thursday,6,2025-06-26
27237,2025-06-27,MIA,FRA,Singapore Airlines,06:15,17:15,11.1,653,SI640,Friday,6,2025-06-27
27699,2025-06-28,MIA,FRA,ANA,18:15,02:15,8.8,680,AN752,Saturday,6,2025-06-28
28169,2025-06-29,MIA,FRA,Delta,18:45,01:45,7.9,761,DE939,Sunday,6,2025-06-29
28638,2025-06-30,MIA,FRA,LATAM,13:00,21:00,8.5,717,LA962,Monday,6,2025-06-30
29115,2025-07-01,MIA,FRA,Lufthansa,17:45,01:45,8.7,701,LU616,Tuesday,7,2025-07-01
136,2025-05-01,MIA,AMS,American,09:15,16:15,7.4,477,AM584,Thursday,5,2025-05-01
597,2025-05-02,MIA,AMS,ANA,21:15,06:15,9.2,590,AN483,Friday,5,2025-05-02
1075,2025-05-03,MIA,AMS,Lufthansa,20:45,04:45,8.4,600,LU529,Saturday,5,2025-05-03
1540,2025-05-04,MIA,AMS,LATAM,07:15,15:15,8.1,597,LA743,Sunday,5,2025-05-04
2014,2025-05-05,MIA,AMS,Qantas,11:00,19:00,8.5,602,QA354,Monday,5,2025-05-05
2495,2025-05-06,MIA,AMS,ANA,14:00,00:00,10.2,602,AN141,Tuesday,5,2025-05-06
2965,2025-05-07,MIA,AMS,Delta,21:45,05:45,8.2,548,DE801,Wednesday,5,2025-05-07
3439,2025-05-08,MIA,AMS,Air Canada,20:15,03:15,7.2,513,AI555,Thursday,5,2025-05-08
3928,2025-05-09,MIA,AMS,Delta,22:15,09:15,11.1,415,DE743,Friday,5,2025-05-09
4399,2025-05-10,MIA,AMS,American,19:15,04:15,9.4,597,AM574,Saturday,5,2025-05-10
4872,2025-05-11,MIA,AMS,Korean Air,08:00,17:00,9.8,655,KO708,Sunday,5,2025-05-11
5349,2025-05-12,MIA,AMS,LATAM,07:45,16:45,9.4,528,LA266,Monday,5,2025-05-12
5822,2025-05-13,MIA,AMS,KLM,11:15,19:15,8.6,547,KL377,Tuesday,5,2025-05-13
6288,2025-05-14,MIA,AMS,LATAM,11:00,19:00,8.6,538,LA788,Wednesday,5,2025-05-14
6759,2025-05-15,MIA,AMS,Korean Air,16:45,01:45,9.2,632,KO562,Thursday,5,2025-05-15
7240,2025-05-16,MIA,AMS,American,17:00,03:00,10.4,616,AM272,Friday,5,2025-05-16
7711,2025-05-17,MIA,AMS,Lufthansa,05:00,14:00,9.3,575,LU627,Saturday,5,2025-05-17
8190,2025-05-18,MIA,AMS,United,22:15,06:15,8.9,631,UN428,Sunday,5,2025-05-18
8663,2025-05-19,MIA,AMS,KLM,18:15,03:15,9.6,582,KL223,Monday,5,2025-05-19
9143,2025-05-20,MIA,AMS,American,07:15,18:15,11.4,550,AM898,Tuesday,5,2025-05-20
9609,2025-05-21,MIA,AMS,Air France,06:00,16:00,10.8,471,AI443,Wednesday,5,2025-05-21
10092,2025-05-22,MIA,AMS,Air France,10:15,21:15,11.6,519,AI700,Thursday,5,2025-05-22
10557,2025-05-23,MIA,AMS,Delta,16:30,23:30,7.2,517,DE603,Friday,5,2025-05-23
11025,2025-05-24,MIA,AMS,Qantas,06:45,15:45,9.3,632,QA559,Saturday,5,2025-05-24
11507,2025-05-25,MIA,AMS,Air France,18:00,03:00,9.8,636,AI375,Sunday,5,2025-05-25
12000,2025-05-26,MIA,AMS,Air France,21:15,04:15,7.2,488,AI875,Monday,5,2025-05-26
12476,2025-05-27,MIA,AMS,Air Canada,18:30,01:30,7.0,510,AI166,Tuesday,5,2025-05-27
12955,2025-05-28,MIA,AMS,ANA,21:45,07:45,10.4,561,AN783,Wednesday,5,2025-05-28
13441,2025-05-29,MIA,AMS,Air France,17:30,01:30,8.0,618,AI436,Thursday,5,2025-05-29
13916,2025-05-30,MIA,AMS,Air Canada,19:30,05:30,10.5,490,AI455,Friday,5,2025-05-30
14391,2025-05-31,MIA,AMS,LATAM,05:30,14:30,9.3,520,LA180,Saturday,5,2025-05-31
14873,2025-06-01,MIA,AMS,Lufthansa,14:30,00:30,10.2,704,LU201,Sunday,6,2025-06-01
15345,2025-06-02,MIA,AMS,KLM,19:00,05:00,10.5,642,KL446,Monday,6,2025-06-02
15823,2025-06-03,MIA,AMS,KLM,12:15,22:15,10.6,628,KL241,Tuesday,6,2025-06-03
16296,2025-06-04,MIA,AMS,Air France,20:30,04:30,8.6,644,AI562,Wednesday,6,2025-06-04
16760,2025-06-05,MIA,AMS,Singapore Airlines,15:00,23:00,8.3,720,SI436,Thursday,6,2025-06-05
17245,2025-06-06,MIA,AMS,Qantas,05:00,15:00,10.6,625,QA631,Friday,6,2025-06-06
17719,2025-06-07,MIA,AMS,Delta,07:15,15:15,8.3,689,DE142,Saturday,6,2025-06-07
18195,2025-06-08,MIA,AMS,LATAM,20:15,04:15,8.0,755,LA788,Sunday,6,2025-06-08
18675,2025-06-09,MIA,AMS,American,20:00,05:00,9.2,596,AM350,Monday,6,2025-06-09
19147,2025-06-10,MIA,AMS,Qantas,17:00,01:00,8.7,689,QA494,Tuesday,6,2025-06-10
19626,2025-06-11,MIA,AMS,Air France,14:45,21:45,7.9,676,AI772,Wednesday,6,2025-06-11
20103,2025-06-12,MIA,AMS,Delta,06:15,13:15,7.1,569,DE275,Thursday,6,2025-06-12
20580,2025-06-13,MIA,AMS,ANA,17:45,04:45,11.6,765,AN624,Friday,6,2025-06-13
21050,2025-06-14,MIA,AMS,Air France,18:00,01:00,7.3,783,AI385,Saturday,6,2025-06-14
21514,2025-06-15,MIA,AMS,Air Canada,20:15,06:15,10.3,667,AI913,Sunday,6,2025-06-15
21989,2025-06-16,MIA,AMS,Air Canada,21:15,05:15,8.6,561,AI757,Monday,6,2025-06-16
22462,2025-06-17,MIA,AMS,LATAM,19:00,02:00,7.9,614,LA250,Tuesday,6,2025-06-17
22947,2025-06-18,MIA,AMS,Air France,11:30,18:30,7.9,574,AI285,Wednesday,6,2025-06-18
23430,2025-06-19,MIA,AMS,KLM,20:15,06:15,10.1,578,KL245,Thursday,6,2025-06-19
23903,2025-06-20,MIA,AMS,United,05:30,14:30,9.6,611,UN780,Friday,6,2025-06-20
24398,2025-06-21,MIA,AMS,Singapore Airlines,19:00,04:00,9.6,819,SI500,Saturday,6,2025-06-21
24885,2025-06-22,MIA,AMS,Singapore Airlines,17:00,00:00,7.4,819,SI427,Sunday,6,2025-06-22
25356,2025-06-23,MIA,AMS,American,06:45,16:45,10.3,620,AM622,Monday,6,2025-06-23
25818,2025-06-24,MIA,AMS,LATAM,13:00,00:00,11.2,668,LA891,Tuesday,6,2025-06-24
26300,2025-06-25,MIA,AMS,KLM,20:45,06:45,10.7,587,KL434,Wednesday,6,2025-06-25
26773,2025-06-26,MIA,AMS,KLM,18:45,05:45,11.6,612,KL768,Thursday,6,2025-06-26
27238,2025-06-27,MIA,AMS,American,21:45,04:45,7.4,630,AM758,Friday,6,2025-06-27
27700,2025-06-28,MIA,AMS,Qantas,10:45,21:45,11.9,784,QA179,Saturday,6,2025-06-28
28170,2025-06-29,MIA,AMS,ANA,15:30,00:30,9.6,740,AN153,Sunday,6,2025-06-29
28639,2025-06-30,MIA,AMS,Qantas,17:00,02:00,9.3,751,QA405,Monday,6,2025-06-30
29116,2025-07-01,MIA,AMS,Singapore Airlines,17:45,01:45,8.0,830,SI326,Tuesday,7,2025-07-01
137,2025-05-01,MIA,HND,Air Canada,11:45,23:45,12.1,766,AI362,Thursday,5,2025-05-01
598,2025-05-02,MIA,HND,KLM,21:15,11:15,14.8,695,KL125,Friday,5,2025-05-02
1076,2025-05-03,MIA,HND,Japan Airlines,16:30,07:30,15.9,916,JA386,Saturday,5,2025-05-03
1542,2025-05-04,MIA,HND,Air France,15:30,03:30,12.4,893,AI801,Sunday,5,2025-05-04
2015,2025-05-05,MIA,HND,Korean Air,12:45,03:45,15.1,938,KO429,Monday,5,2025-05-05
2497,2025-05-06,MIA,HND,KLM,05:45,19:45,14.3,798,KL776,Tuesday,5,2025-05-06
2966,2025-05-07,MIA,HND,KLM,11:15,23:15,12.3,768,KL260,Wednesday,5,2025-05-07
3440,2025-05-08,MIA,HND,American,08:00,20:00,12.4,790,AM242,Thursday,5,2025-05-08
3930,2025-05-09,MIA,HND,Air Canada,22:30,10:30,12.2,908,AI949,Friday,5,2025-05-09
4400,2025-05-10,MIA,HND,Air Canada,06:30,21:30,15.4,871,AI860,Saturday,5,2025-05-10
